"drug_name","drug_id","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"Bortezomib","DB00188","stage III adult diffuse large cell lymphoma","C0280162","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III adult diffuse mixed cell lymphoma","C0280161","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III adult diffuse small cleaved cell lymphoma","C0280160","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III adult Hodgkin's lymphoma","C0278472","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III adult immunoblastic large cell lymphoma","C0280164","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III adult lymphoblastic lymphoma","C0280165","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Adult T-cell lymphoma/leukaemia stage III","C0280425","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Cutaneous T-cell lymphoma stage III","C0278570","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III grade 1 follicular lymphoma","C0280156","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III grade 2 follicular lymphoma","C0280157","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage III grade 3 follicular lymphoma","C0280159","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Mantle cell lymphoma stage III","C0677714","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Marginal zone lymphoma stage III","C1541269","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Mycosis fungoides/Sezary syndrome stage III","C0862221","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","B-cell small lymphocytic lymphoma stage III","C0855100","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV adult Burkitt's lymphoma","C0280179","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV adult diffuse large cell lymphoma","C0280175","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV adult diffuse mixed cell lymphoma","C0280174","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV adult diffuse small cleaved cell lymphoma","C0280173","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV adult Hodgkin's lymphoma","C0278473","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV adult immunoblastic large cell lymphoma","C0280177","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV adult lymphoblastic lymphoma","C0280178","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Adult T-cell lymphoma/leukaemia stage IV","C0280426","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Cutaneous T-cell lymphoma stage IV","C0278572","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","AIDS-related peripheral/systemic lymphoma","C0281240","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV grade 1 follicular lymphoma","C0280169","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV grade 2 follicular lymphoma","C0280170","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","stage IV grade 3 follicular lymphoma","C0280172","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Mantle cell lymphoma stage IV","C0677721","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Marginal zone lymphoma stage IV","C1541270","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Mycosis fungoides/Sezary syndrome stage IV","C0862226","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","B-cell small lymphocytic lymphoma stage IV","C0855101","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","unspecified adult solid tumor, protocol specific","C0279004","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","recurrent adult diffuse mixed cell lymphoma","C0280187","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","recurrent adult diffuse small cleaved cell lymphoma","C0280186","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","recurrent adult grade III lymphomatoid granulomatosis","C1541469","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","recurrent adult Hodgkin's lymphoma","C0278530","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","recurrent adult immunoblastic large cell lymphoma","C0280190","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","recurrent adult lymphoblastic lymphoma","C0280191","NCT00096005","Terminated","Phase 1",""
"Bortezomib","DB00188","Adult T-cell lymphoma/leukaemia recurrent","C0280427","NCT00096005","Terminated","Phase 1",""
"Sorafenib","DB00398","Anaplastic thyroid carcinoma","C0238461","NCT00095693","Terminated","Phase 2",""
"Nicotinamide","DB02701","Anaplastic thyroid carcinoma","C0238461","NCT00095693","Terminated","Phase 2",""
"Sorafenib","DB00398","insular thyroid cancer","C1134506","NCT00095693","Terminated","Phase 2",""
"Nicotinamide","DB02701","insular thyroid cancer","C1134506","NCT00095693","Terminated","Phase 2",""
"Sorafenib","DB00398","Recurrent Thyroid Carcinoma","C0278861","NCT00095693","Terminated","Phase 2",""
"Nicotinamide","DB02701","Recurrent Thyroid Carcinoma","C0278861","NCT00095693","Terminated","Phase 2",""
"Sorafenib","DB00398","stage III follicular thyroid cancer","C0279178","NCT00095693","Terminated","Phase 2",""
"Nicotinamide","DB02701","stage III follicular thyroid cancer","C0279178","NCT00095693","Terminated","Phase 2",""
"Sorafenib","DB00398","stage III papillary thyroid cancer","C0279179","NCT00095693","Terminated","Phase 2",""
"Nicotinamide","DB02701","stage III papillary thyroid cancer","C0279179","NCT00095693","Terminated","Phase 2",""
"Sorafenib","DB00398","stage IV follicular thyroid cancer","C0278854","NCT00095693","Terminated","Phase 2",""
"Nicotinamide","DB02701","stage IV follicular thyroid cancer","C0278854","NCT00095693","Terminated","Phase 2",""
"Sorafenib","DB00398","Metastatic papillary thyroid carcinoma","C0278851","NCT00095693","Terminated","Phase 2",""
"Nicotinamide","DB02701","Metastatic papillary thyroid carcinoma","C0278851","NCT00095693","Terminated","Phase 2",""
"Sirolimus","DB00877","recurrent adult diffuse large cell lymphoma","C0280188","NCT00086840","Terminated","Phase 2","Administratively complete."
"Everolimus","DB01590","recurrent adult diffuse large cell lymphoma","C0280188","NCT00086840","Terminated","Phase 2","Administratively complete."
"Sirolimus","DB00877","recurrent adult Hodgkin's lymphoma","C0278530","NCT00086840","Terminated","Phase 2","Administratively complete."
"Everolimus","DB01590","recurrent adult Hodgkin's lymphoma","C0278530","NCT00086840","Terminated","Phase 2","Administratively complete."
"Sirolimus","DB00877","Chronic lymphocytic leukaemia refractory","C0278791","NCT00086840","Terminated","Phase 2","Administratively complete."
"Everolimus","DB01590","Chronic lymphocytic leukaemia refractory","C0278791","NCT00086840","Terminated","Phase 2","Administratively complete."
"Romidepsin","DB06176","melanoma","C0025202","NCT00104884","Terminated","Phase 2","The study was terminated on May 17, 2006 due to slow accrual."
"Ciprofloxacin","DB00537","Fever","C0015967","NCT00107081","Terminated","Phase 3","Accrual goal for interventional part not achievable"
"Bortezomib","DB00188","Malignant neoplasm of stomach","C0024623","NCT00103103","Terminated","Phase 2",""
"Levoleucovorin","DB11596","Malignant neoplasm of stomach","C0024623","NCT00103103","Terminated","Phase 2",""
"Venlafaxine","DB00285","Anxiety Disorders","C0003469","NCT00083980","Terminated","Phase 2","European reports of liver toxicity from kava meant that the study had to stop"
"Metronidazole","DB00916","Bladder Adenocarcinoma","C0279682","NCT00072137","Terminated","Phase 1",""
"Metronidazole","DB00916","Bladder Squamous Cell Carcinoma","C0279681","NCT00072137","Terminated","Phase 1",""
"Metronidazole","DB00916","Transitional cell carcinoma of bladder","C0279680","NCT00072137","Terminated","Phase 1",""
"Metronidazole","DB00916","Bladder cancer recurrent","C0278827","NCT00072137","Terminated","Phase 1",""
"Metronidazole","DB00916","Bladder cancer stage II","C0278823","NCT00072137","Terminated","Phase 1",""
"Metronidazole","DB00916","Bladder cancer stage III","C0278824","NCT00072137","Terminated","Phase 1",""
"Infliximab","DB00065","Giant Cell Arteritis","C0039483","NCT00076726","Terminated","Phase 2","Interim analysis, infliximab did not reduce number of first relapses in GCA or cumulative    glucocorticosteroid dosage"
"Sirolimus","DB00877","Neoplasm Metastasis","C0027627","NCT00083993","Terminated","Phase 3",""
"Letrozole","DB01006","Neoplasm Metastasis","C0027627","NCT00083993","Terminated","Phase 3",""
"Everolimus","DB01590","Neoplasm Metastasis","C0027627","NCT00083993","Terminated","Phase 3",""
"Gemcitabine","DB00441","Meningitis","C0025289","NCT00074607","Terminated","Phase 1",""
"Abciximab","DB00054","Brain Ischemia","C0007786","NCT00073372","Terminated","Phase 3","Based on the data and observed benefit-risk profile, the trial's independent oversight    committee recommended that enrollment not resume."
"Abciximab","DB00054","Acute Disease","C0001314","NCT00073372","Terminated","Phase 3","Based on the data and observed benefit-risk profile, the trial's independent oversight    committee recommended that enrollment not resume."
"Cisplatin","DB00515","extragonadal germ cell tumor","C0262963","NCT00072215","Terminated","Phase 3","poor accrual"
"Vinblastine","DB00570","extragonadal germ cell tumor","C0262963","NCT00072215","Terminated","Phase 3","poor accrual"
"Ifosfamide","DB01181","extragonadal germ cell tumor","C0262963","NCT00072215","Terminated","Phase 3","poor accrual"
"Paclitaxel","DB01229","extragonadal germ cell tumor","C0262963","NCT00072215","Terminated","Phase 3","poor accrual"
"Vinblastine","DB00570","Testicular Germ Cell Tumor","C1336708","NCT00072215","Terminated","Phase 3","poor accrual"
"Paclitaxel","DB01229","Testicular Germ Cell Tumor","C1336708","NCT00072215","Terminated","Phase 3","poor accrual"
"Celecoxib","DB00482","High-Grade Squamous Intraepithelial Lesions","C0333875","NCT00072540","Withdrawn","Phase 2","drug issues"
"Gemcitabine","DB00441","unspecified adult solid tumor, protocol specific","C0279004","NCT00072228","Withdrawn","Phase 1",""
"Thalidomide","DB01041","Stomatitis","C0038362","NCT00075023","Terminated","Phase 2","unable to enroll adequate subjects"
"Sorafenib","DB00398","Anaplastic thyroid carcinoma","C0238461","NCT00126568","Terminated","Phase 2",""
"Nicotinamide","DB02701","Anaplastic thyroid carcinoma","C0238461","NCT00126568","Terminated","Phase 2",""
"Sorafenib","DB00398","Recurrent Thyroid Carcinoma","C0278861","NCT00126568","Terminated","Phase 2",""
"Nicotinamide","DB02701","Recurrent Thyroid Carcinoma","C0278861","NCT00126568","Terminated","Phase 2",""
"Cyclophosphamide","DB00531","Leukemia, Myelocytic, Acute","C0023467","NCT00125606","Terminated","Phase 3","insufficient patient recruitement"
"Fludarabine","DB01073","Leukemia, Myelocytic, Acute","C0023467","NCT00125606","Terminated","Phase 3","insufficient patient recruitement"
"Bortezomib","DB00188","Bronchioloalveolar Adenocarcinoma","C0007120","NCT00117351","Terminated","Phase 2","insufficient efficacy"
"Rituximab","DB00073","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Cyclophosphamide","DB00531","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Vincristine","DB00541","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Methotrexate","DB00563","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Etoposide","DB00773","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Cytarabine","DB00987","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Doxorubicin","DB00997","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Ifosfamide","DB01181","Atypical Burkitt's lymphoma","C1629504","NCT00126191","Terminated","Phase 2","closed due to slow accrual"
"Tacrolimus","DB00864","Graft-vs-Host Disease","C0018133","NCT00117702","Terminated","Phase 2/Phase 3","safety reasons"
"Sirolimus","DB00877","Graft-vs-Host Disease","C0018133","NCT00117702","Terminated","Phase 2/Phase 3","safety reasons"
"Everolimus","DB01590","Graft-vs-Host Disease","C0018133","NCT00117702","Terminated","Phase 2/Phase 3","safety reasons"
"Sorafenib","DB00398","Conventional (Clear Cell) Renal Cell Carcinoma","C0279702","NCT00126659","Terminated","Phase 2",""
"Nicotinamide","DB02701","Conventional (Clear Cell) Renal Cell Carcinoma","C0279702","NCT00126659","Terminated","Phase 2",""
"Bevacizumab","DB00112","Adenocarcinoma","C0001418","NCT00127036","Terminated","Phase 2","drug now on market"
"Oxaliplatin","DB00526","Adenocarcinoma","C0001418","NCT00127036","Terminated","Phase 2","drug now on market"
"Fluorouracil","DB00544","Adenocarcinoma","C0001418","NCT00127036","Terminated","Phase 2","drug now on market"
"Irinotecan","DB00762","Adenocarcinoma","C0001418","NCT00127036","Terminated","Phase 2","drug now on market"
"Capecitabine","DB01101","Adenocarcinoma","C0001418","NCT00127036","Terminated","Phase 2","drug now on market"
"Bevacizumab","DB00112","adult acute basophilic leukemia","C0279631","NCT00096148","Terminated","Phase 2","Administratively complete."
"Cytarabine","DB00987","adult acute basophilic leukemia","C0279631","NCT00096148","Terminated","Phase 2","Administratively complete."
"Idarubicin","DB01177","adult acute basophilic leukemia","C0279631","NCT00096148","Terminated","Phase 2","Administratively complete."
"Bevacizumab","DB00112","adult acute eosinophilic leukemia","C0279630","NCT00096148","Terminated","Phase 2","Administratively complete."
"Cytarabine","DB00987","adult acute eosinophilic leukemia","C0279630","NCT00096148","Terminated","Phase 2","Administratively complete."
"Idarubicin","DB01177","adult acute eosinophilic leukemia","C0279630","NCT00096148","Terminated","Phase 2","Administratively complete."
"Bevacizumab","DB00112","adult acute megakaryoblastic leukemia (M7)","C0279632","NCT00096148","Terminated","Phase 2","Administratively complete."
"Cytarabine","DB00987","adult acute megakaryoblastic leukemia (M7)","C0279632","NCT00096148","Terminated","Phase 2","Administratively complete."
"Idarubicin","DB01177","adult acute megakaryoblastic leukemia (M7)","C0279632","NCT00096148","Terminated","Phase 2","Administratively complete."
"Bevacizumab","DB00112","adult acute minimally differentiated myeloid leukemia (M0)","C0281641","NCT00096148","Terminated","Phase 2","Administratively complete."
"Cytarabine","DB00987","adult acute minimally differentiated myeloid leukemia (M0)","C0281641","NCT00096148","Terminated","Phase 2","Administratively complete."
"Idarubicin","DB01177","adult acute minimally differentiated myeloid leukemia (M0)","C0281641","NCT00096148","Terminated","Phase 2","Administratively complete."
"Bevacizumab","DB00112","adult acute monoblastic leukemia (M5a)","C0279629","NCT00096148","Terminated","Phase 2","Administratively complete."
"Cytarabine","DB00987","adult acute monoblastic leukemia (M5a)","C0279629","NCT00096148","Terminated","Phase 2","Administratively complete."
"Idarubicin","DB01177","adult acute monoblastic leukemia (M5a)","C0279629","NCT00096148","Terminated","Phase 2","Administratively complete."
