#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
4751	NEK2		C3809954	Retinitis pigmentosa 67	NCBI curation		615565	16-Feb-16
284086	NEK8		C3151188	Nephronophthisis 9	GeneTests	315147	613824	16-Feb-16
284086	NEK8		C3809434	Renal-hepatic-pancreatic dysplasia 2	NCBI curation		615415	16-Feb-16
284086		NEK8	C0687120	Nephronophthisis	GeneTests	72016		16-Feb-16
284086		NEK8	C0687120	Nephronophthisis	SNOMED CT	204958008		16-Feb-16
91754	NEK9		C0265987	Nevus comedonicus	NCBI curation		617025	24-Aug-16
91754	NEK9		C3280309	"Arthrogryposis, perthes disease, and upward gaze palsy"	NCBI curation		614262	16-Feb-16
91754	NEK9		C4310760	Lethal congenital contracture syndrome 10	NCBI curation		617022	24-Aug-16
4758	NEU1		C0268226	"Sialidosis, type II"	Office of Rare Diseases	7183	256550	16-Feb-16
4760	NEUROD1		C0011860	Diabetes mellitus type 2	SNOMED CT	44054006	125853	16-Feb-16
4760	NEUROD1		C1853371	"Maturity-onset diabetes of the young, type 6"	Office of Rare Diseases	10660	606394	16-Feb-16
50674	NEUROG3		C1835888	"Diarrhea 4, malabsorptive, congenital"	NCBI curation		610370	16-Feb-16
340533	NEXMIF		C3501611	Non-syndromic X-linked intellectual disability	Genetic Testing Registry (GTR)	GTR000502023		16-Feb-16
340533	NEXMIF		C3806730	"Mental retardation, X-linked 98"	NCBI curation		300912	16-Feb-16
91624	NEXN		C0007193	Primary dilated cardiomyopathy	SNOMED CT	195021004		16-Feb-16
91624	NEXN		C2751084	Dilated cardiomyopathy 1CC	NCBI curation	CN035660	613122	16-Feb-16
91624	NEXN		C3151267	Familial hypertrophic cardiomyopathy 20	NCBI curation		613876	16-Feb-16
91624		NEXN	C0340427	Familial dilated cardiomyopathy	Orphanet	217607		16-Feb-16
91624		NEXN	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
91624		NEXN	C0949658	Primary familial hypertrophic cardiomyopathy	SNOMED CT	83978005		16-Feb-16
4763	NF1		C0027831	"Neurofibromatosis, type 1"	SNOMED CT	92824003	162200	16-Feb-16
4763	NF1		C0027831	"Neurofibromatosis, type 1"	"UCLA Clinical Genomics Center, UCLA"		162200	16-Feb-16
4763	NF1		C0349639	Juvenile myelomonocytic leukemia	Office of Rare Diseases	9884	607785	16-Feb-16
4763	NF1		C0553586	Caf̩-au-lait macules with pulmonary stenosis	SNOMED CT	403820003	193520	16-Feb-16
4763	NF1		C1834235	"Neurofibromatosis, familial spinal"	NCBI curation		162210	16-Feb-16
4763	NF1		C2931482	Neurofibromatosis-Noonan syndrome	Office of Rare Diseases	372	601321	16-Feb-16
4763		NF1	CN166718	Rasopathy	NCBI curation			16-Feb-16
4771	NF2		C0027832	"Neurofibromatosis, type 2"	SNOMED CT	92503002	101000	16-Feb-16
4771	NF2		C1333989	"Meningioma, familial"	NCBI curation		607174	16-Feb-16
4771	NF2		C4048809	Schwannomatosis 1	NCBI curation		162091	23-Oct-16
4771		NF2	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4774	NFIA		C3151036	Brain malformations and urinary tract defects	NCBI curation		613735	20-Jun-17
4784	NFIX		C0265211	Marshall-Smith syndrome	Office of Rare Diseases	6985	602535	16-Feb-16
4784	NFIX		C0265211	Marshall-Smith syndrome	SNOMED CT	73284007	602535	16-Feb-16
4784	NFIX		C3553660	Sotos syndrome 2	NCBI curation		614753	16-Feb-16
4790	NFKB1		C4225277	"Immunodeficiency, common variable, 12"	NCBI curation		616576	16-Feb-16
4791	NFKB2		C3809991	Common variable immunodeficiency 10	NCBI curation		615577	16-Feb-16
4792	NFKBIA		C2677481	"Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency, autosomal dominant"	NCBI curation		612132	16-Feb-16
4795	NFKBIL1		C0003873	Rheumatoid arthritis	SNOMED CT	69896004	180300	16-Feb-16
27247	NFU1		C1854052	Multiple mitochondrial dysfunctions syndrome 1	NCBI curation		605711	16-Feb-16
4803	NGF		C0020075	Congenital sensory neuropathy with selective loss of small myelinated fibers	SNOMED CT	128206006	608654	16-Feb-16
55768	NGLY1		C3808991	Congenital disorder of deglycosylation	NCBI curation		615273	24-Aug-16
55768		NGLY1	C0282577	Congenital disorder of glycosylation	Genetic Testing Registry (GTR)	GTR000502771		16-Feb-16
55768		NGLY1	C0282577	Congenital disorder of glycosylation	Orphanet	137		16-Feb-16
79840	NHEJ1		C1969799	"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation"	NCBI curation		611291	16-Feb-16
378884	NHLRC1		C0751783	Lafora disease	Office of Rare Diseases	8214	254780	16-Feb-16
378884	NHLRC1		C0751783	Lafora disease	SNOMED CT	230425004	254780	16-Feb-16
378884		NHLRC1		Progressive myoclonus epilepsy	SNOMED CT	267581004		16-Feb-16
55651	NHP2		C1857144	Dyskeratosis congenita autosomal recessive 1	Office of Rare Diseases	6300	224230	16-Feb-16
55651	NHP2		C3151441	"Dyskeratosis congenita, autosomal recessive 2"	NCBI curation		613987	16-Feb-16
55651		NHP2	C0265965	Dyskeratosis congenita	SNOMED CT	74911008		16-Feb-16
4810	NHS		C0796085	Nance-Horan syndrome	Office of Rare Diseases	7161	302350	16-Feb-16
4810	NHS		C0796085	Nance-Horan syndrome	SNOMED CT	445257004	302350	16-Feb-16
4810	NHS		C2752078	Cataract 40	NCBI curation		302200	16-Feb-16
4810	NHS		CN120488	Anophthalmia/Microphthalmia	GeneTests	24725		16-Feb-16
51199	NIN		C3553870	Seckel syndrome 7	NCBI curation		614851	16-Feb-16
123606	NIPA1		C1838192	Spastic paraplegia 6	Office of Rare Diseases	4928	600363	16-Feb-16
348938	NIPAL4		C2677065	Autosomal recessive congenital ichthyosis 6	NCBI curation		612281	16-Feb-16
348938		NIPAL4	C0020758	Congenital ichthyosis of skin	SNOMED CT	13059002		16-Feb-16
25836	NIPBL		CN029798	Cornelia de Lange syndrome 1	NCBI curation		122470	16-Feb-16
25836		NIPBL	C0270972	De Lange syndrome	SNOMED CT	40354009		16-Feb-16
7080	NKX2-1		C0238463	Papillary thyroid carcinoma	Office of Rare Diseases	5205	188550	16-Feb-16
7080	NKX2-1		C0238463	Papillary thyroid carcinoma	SNOMED CT	255029007	188550	16-Feb-16
7080	NKX2-1		C0393584	Benign hereditary chorea	SNOMED CT	230306001	118700	16-Feb-16
7080	NKX2-1		C1970269	"Choreoathetosis, hypothyroidism, and neonatal respiratory distress"	NCBI curation		610978	16-Feb-16
1482	NKX2-5		C0039685	Tetralogy of Fallot	Office of Rare Diseases	2245	187500	16-Feb-16
1482	NKX2-5		C0039685	Tetralogy of Fallot	SNOMED CT	86299006	187500	16-Feb-16
1482	NKX2-5		C1857586	Conotruncal heart malformations	Office of Rare Diseases	8189	217095	16-Feb-16
1482	NKX2-5		C1862388	Atrial septal defect 7 with or without atrioventricular conduction defects	NCBI curation		108900	16-Feb-16
1482	NKX2-5		C2673630	"Hypothyroidism, congenital, nongoitrous, 5"	NCBI curation		225250	16-Feb-16
1482	NKX2-5		C3280785	Ventricular septal defect 3	NCBI curation		614432	16-Feb-16
1482	NKX2-5		C3280795	Hypoplastic left heart syndrome 2	NCBI curation		614435	16-Feb-16
137814	NKX2-6		C1857586	Conotruncal heart malformations	Office of Rare Diseases	8189	217095	16-Feb-16
579	NKX3-2		C2750066	Spondylo-megaepiphyseal-metaphyseal dysplasia	NCBI curation		613330	16-Feb-16
84504	NKX6-2		CN303160	"SPASTIC ATAXIA 8, AUTOSOMAL RECESSIVE, WITH HYPOMYELINATING LEUKODYSTROPHY"	OMIM	617560	617560	9-Jul-17
54413	NLGN3		C1845341	Asperger syndrome X-linked 1	NCBI curation		300494	16-Feb-16
54413	NLGN3		C1845540	"Autism, susceptibility to, X-linked 1"	NCBI curation		300425	16-Feb-16
54413		NLGN3	C0236792	Asperger's disease	"Clinical Molecular Genetics Laboratory,Johns Hopkins All Children's Hospital"			19-Jan-17
54413		NLGN3	C1510586	Autism spectrum disorders	GeneTests	198890		19-Jan-17
57502	NLGN4X		C1845334	Asperger syndrome X-linked 2	NCBI curation		300497	16-Feb-16
57502	NLGN4X		C1845539	"Autism, susceptibility to, X-linked 2"	NCBI curation		300495	16-Feb-16
57502		NLGN4X	C0236792	Asperger's disease	"Clinical Molecular Genetics Laboratory,Johns Hopkins All Children's Hospital"			19-Jan-17
57502		NLGN4X	C1510586	Autism spectrum disorders	GeneTests	198890		19-Jan-17
58484	NLRC4		C4015067	Autoinflammation with infantile enterocolitis	NCBI curation		616050	16-Feb-16
58484	NLRC4		C4015276	Familial cold autoinflammatory syndrome 4	NCBI curation		616115	16-Feb-16
22861	NLRP1		C1847835	Vitiligo-associated multiple autoimmune disease susceptibility 1	NCBI curation		606579	16-Feb-16
22861	NLRP1		C3808876	"Palmoplantar carcinoma, multiple self-healing"	ClinVar		615225	20-Jun-17
22861	NLRP1		C3808876	"Palmoplantar carcinoma, multiple self-healing"	ClinVar		616964	20-Jun-17
22861	NLRP1		CN240904	Autoinflammation with arthritis and dyskeratosis	NCBI curation		617388	20-Jun-17
91662	NLRP12		C2673198	Familial cold autoinflammatory syndrome 2	NCBI curation		611762	16-Feb-16
114548	NLRP3		C0268390	Familial amyloid nephropathy with urticaria AND deafness	SNOMED CT	15123008	191900	16-Feb-16
114548	NLRP3		C0343068	Familial cold urticaria	Office of Rare Diseases	9535	120100	16-Feb-16
114548	NLRP3		C0343068	Familial cold urticaria	SNOMED CT	238687000	120100	16-Feb-16
114548	NLRP3		C0409818	"Chronic infantile neurological, cutaneous and articular syndrome"	SNOMED CT	239826001	607115	16-Feb-16
199713	NLRP7		C2931618	Hydatidiform mole	Office of Rare Diseases	10263	231090	16-Feb-16
4830	NME1		C0027819	Neuroblastoma	Office of Rare Diseases	7185	256700	16-Feb-16
51314	NME8		C1970506	"Ciliary dyskinesia, primary, 6"	NCBI curation		610852	16-Feb-16
51314		NME8	C0008780	Primary ciliary dyskinesia	Office of Rare Diseases	4484		16-Feb-16
64802	NMNAT1		C1837873	Leber congenital amaurosis 9	NCBI curation		608553	16-Feb-16
64802		NMNAT1	C0339527	Leber congenital amaurosis	Genetics Home Reference	leber-congenital-amaurosis		4-Sep-16
64802		NMNAT1	C0339527	Leber congenital amaurosis	Office of Rare Diseases	634		4-Sep-16
64802		NMNAT1	C0339527	Leber congenital amaurosis	"Rui Chen Lab,Baylor College of Medicine"			4-Sep-16
23530	NNT		C3553587	Glucocorticoid deficiency 4 with or without mineralocorticoid deficiency	NCBI curation		614736	20-Jun-17
135935	NOBOX		C1969060	Premature ovarian failure 5	NCBI curation		611548	16-Feb-16
135935		NOBOX	C0085215	Premature ovarian failure	SNOMED CT	237788002		16-Feb-16
64127	NOD2		C0678202	Inflammatory bowel disease 1	NCBI curation		266600	16-Feb-16
64127	NOD2		C1835223	"Psoriatic arthritis, susceptibility to"	NCBI curation		607507	16-Feb-16
64127	NOD2		C1836122	"Sarcoidosis, early-onset"	NCBI curation		609464	16-Feb-16
64127	NOD2		C1861303	Blau syndrome	Genetics Home Reference	blau-syndrome	186580	16-Feb-16
64127	NOD2		C1861303	Blau syndrome	Office of Rare Diseases	304	186580	16-Feb-16
64127	NOD2		C4310620	Yao syndrome	NCBI curation		617321	20-Jun-17
4838	NODAL		C0079541	Holoprosencephaly sequence	SNOMED CT	30915001		16-Feb-16
4838	NODAL		C3495537	"Visceral heterotaxy 5, autosomal"	NCBI curation		270100	16-Feb-16
9241	NOG		C0342282	Symphalangism-brachydactyly syndrome	SNOMED CT	129580008	186500	16-Feb-16
9241	NOG		C1861305	Tarsal carpal coalition syndrome	Office of Rare Diseases	9225	186570	16-Feb-16
9241	NOG		C1861385	Cushing's symphalangism	Office of Rare Diseases	8182	185800	16-Feb-16
9241	NOG		C1866656	Stapes ankylosis with broad thumb and toes	NCBI curation		184460	16-Feb-16
9241	NOG		C1969652	Brachydactyly type B2	NCBI curation		611377	16-Feb-16
8996	NOL3		C3539916	"Myoclonus, familial cortical"	NCBI curation		614937	16-Feb-16
4841	NONO		C4225417	"Mental retardation, X-linked, syndromic 34"	ClinVar		300967	22-Jun-17
55505	NOP10		C1857144	Dyskeratosis congenita autosomal recessive 1	Office of Rare Diseases	6300	224230	16-Feb-16
55505		NOP10	C0265965	Dyskeratosis congenita	SNOMED CT	74911008		16-Feb-16
10528	NOP56		C3472711	Spinocerebellar ataxia 36	NCBI curation		614153	16-Feb-16
4843	NOS2		C0085580	Essential hypertension	SNOMED CT	59621000	145500	16-Feb-16
4843	NOS2		C1970028	Susceptibility to malaria	NCBI curation		611162	16-Feb-16
4846	NOS3		C0002395	Alzheimer's disease	SNOMED CT	26929004	104300	16-Feb-16
4846	NOS3		C0032914	Preeclampsia/eclampsia 1	NCBI curation		189800	16-Feb-16
4846	NOS3		C0085580	Essential hypertension	SNOMED CT	59621000	145500	16-Feb-16
4846	NOS3		C0948008	Ischemic stroke	SNOMED CT	422504002	601367	16-Feb-16
4851	NOTCH1		C1260873	Aortic valve disorder	SNOMED CT	8722008	109730	16-Feb-16
4851	NOTCH1		C1260873	Aortic valve disorder	"UCLA Clinical Genomics Center, UCLA"		109730	16-Feb-16
4851	NOTCH1		C4014970	Adams-Oliver syndrome 5	NCBI curation		616028	16-Feb-16
4853	NOTCH2		C0917715	Hajdu-Cheney syndrome	Genetics Home Reference	hajdu-cheney-syndrome	102500	16-Feb-16
4853	NOTCH2		C0917715	Hajdu-Cheney syndrome	Office of Rare Diseases	6562	102500	16-Feb-16
4853	NOTCH2		C0917715	Hajdu-Cheney syndrome	SNOMED CT	63122002	102500	16-Feb-16
4853	NOTCH2		C1857761	Alagille syndrome 2	NCBI curation		610205	16-Feb-16
4853		NOTCH2	C0085280	Arteriohepatic dysplasia	Office of Rare Diseases	804		16-Feb-16
4853		NOTCH2	C0085280	Arteriohepatic dysplasia	SNOMED CT	31742004		16-Feb-16
4854	NOTCH3		C1272305	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	Office of Rare Diseases	1049	125310	16-Feb-16
4854	NOTCH3		C1272305	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	SNOMED CT	390936003	125310	16-Feb-16
4854	NOTCH3		C1272305	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	"UCLA Clinical Genomics Center, UCLA"		125310	16-Feb-16
4854	NOTCH3		C1851710	Lehman syndrome	Office of Rare Diseases	3215	130720	16-Feb-16
4854	NOTCH3		C3809084	Infantile myofibromatosis 2	NCBI curation		615293	16-Feb-16
4854		NOTCH3	CN177837	Infantile myofibromatosis	Office of Rare Diseases	2998		16-Feb-16
4854		NOTCH3	CN177837	Infantile myofibromatosis	SNOMED CT	254146000		16-Feb-16
23742	NPAP1		C0032897	Prader-Willi syndrome	Genetics Home Reference	prader-willi-syndrome	176270	16-Feb-16
23742	NPAP1		C0032897	Prader-Willi syndrome	SNOMED CT	89392001	176270	16-Feb-16
4864	NPC1		C3179455	Niemann-Pick disease type C1	Office of Rare Diseases	7207	257220	16-Feb-16
4864	NPC1		C3179455	Niemann-Pick disease type C1	"UCLA Clinical Genomics Center, UCLA"		257220	16-Feb-16
4864		NPC1	C0028064	Sphingomyelin/cholesterol lipidosis	SNOMED CT	58459009		16-Feb-16
4864		NPC1	C0220756	"Niemann-Pick disease, type C"	Office of Rare Diseases	7207		16-Feb-16
4864		NPC1	C0220756	"Niemann-Pick disease, type C"	SNOMED CT	66751000		16-Feb-16
10577	NPC2		C1843366	Niemann-Pick disease type C2	Office of Rare Diseases	3992	607625	16-Feb-16
10577		NPC2	C0028064	Sphingomyelin/cholesterol lipidosis	SNOMED CT	58459009		16-Feb-16
10577		NPC2	C0220756	"Niemann-Pick disease, type C"	Office of Rare Diseases	7207		16-Feb-16
10577		NPC2	C0220756	"Niemann-Pick disease, type C"	SNOMED CT	66751000		16-Feb-16
4867	NPHP1		C0403553	Senior-Loken syndrome 1	NCBI curation		266900	16-Feb-16
4867	NPHP1		C1846790	Joubert syndrome 4	NCBI curation		609583	16-Feb-16
4867	NPHP1		C1855681	Nephronophthisis 1	GeneTests	21201	256100	16-Feb-16
4867	NPHP1		C1855681	Nephronophthisis 1	Office of Rare Diseases	206	256100	16-Feb-16
4867		NPHP1	C0431399	Joubert syndrome	Genetics Home Reference	joubert-syndrome		28-Mar-17
4867		NPHP1	C0431399	Joubert syndrome	"Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine"	42158725		28-Mar-17
4867		NPHP1	C0431399	Joubert syndrome	Office of Rare Diseases	6802		28-Mar-17
4867		NPHP1	C0431399	Joubert syndrome	SNOMED CT	716997004		28-Mar-17
4867		NPHP1	C0687120	Nephronophthisis	GeneTests	72016		16-Feb-16
4867		NPHP1	C0687120	Nephronophthisis	SNOMED CT	204958008		16-Feb-16
4867		NPHP1	CN117960	Renal dysplasia and retinal aplasia	SNOMED CT	236531005		16-Feb-16
27031	NPHP3		C1858392	Adolescent nephronophthisis	SNOMED CT	444749006	604387	16-Feb-16
27031	NPHP3		C2673883	Renal-hepatic-pancreatic dysplasia	NCBI curation		208540	16-Feb-16
27031	NPHP3		C2673885	Meckel syndrome type 7	NCBI curation		267010	16-Feb-16
27031		NPHP3	C0265215	Meckel-Gruber syndrome	SNOMED CT	29076005		26-Dec-16
27031		NPHP3	C0687120	Nephronophthisis	GeneTests	72016		16-Feb-16
27031		NPHP3	C0687120	Nephronophthisis	SNOMED CT	204958008		16-Feb-16
261734	NPHP4		C1846979	Senior-Loken syndrome 4	NCBI curation		606996	16-Feb-16
261734	NPHP4		C1847013	Nephronophthisis 4	GeneTests	203272	606966	16-Feb-16
261734		NPHP4	C0687120	Nephronophthisis	GeneTests	72016		16-Feb-16
261734		NPHP4	C0687120	Nephronophthisis	SNOMED CT	204958008		16-Feb-16
261734		NPHP4	CN117960	Renal dysplasia and retinal aplasia	SNOMED CT	236531005		16-Feb-16
4868	NPHS1		C0403399	Finnish congenital nephrotic syndrome	SNOMED CT	197601003	256300	16-Feb-16
4868		NPHS1	CN043611	Hereditary nephrotic syndrome	GeneTests	72843		17-Aug-16
4868		NPHS1	CN043613	"Hereditary Nephrotic Syndromes, Autosomal Recessive"	GeneTests	72847		16-Feb-16
7827	NPHS2		C1868672	"Nephrotic syndrome, idiopathic, steroid-resistant"	Office of Rare Diseases	3946	600995	16-Feb-16
7827		NPHS2	CN043611	Hereditary nephrotic syndrome	GeneTests	72843		17-Aug-16
7827		NPHS2	CN043613	"Hereditary Nephrotic Syndromes, Autosomal Recessive"	GeneTests	72847		16-Feb-16
4878	NPPA		C2677294	"Atrial fibrillation, familial, 6"	NCBI curation		612201	16-Feb-16
4878	NPPA		C3810401	Atrial standstill 2	NCBI curation		615745	16-Feb-16
4882	NPR2		C1864356	Acromesomelic dysplasia Maroteaux type	Office of Rare Diseases	507	602875	16-Feb-16
4882	NPR2		C4014690	"Epiphyseal chondrodysplasia, miura type"	NCBI curation		615923	16-Feb-16
4882	NPR2		C4225399	Short stature with nonspecific skeletal abnormalities	NCBI curation		616255	16-Feb-16
10641	NPRL2		C4310709	"Epilepsy, familial focal, with variable foci 2"	NCBI curation		617116	20-Jun-17
8131	NPRL3		C4310708	"Epilepsy, familial focal, with variable foci 3"	NCBI curation		617118	20-Jun-17
387129	NPSR1		C1837811	"Asthma-related traits, susceptibility to, 2"	NCBI curation		608584	24-Aug-16
4835	NQO2		C0346153	Familial cancer of breast	SNOMED CT	254843006	114480	16-Feb-16
4835		NQO2	C1458155	Neoplasm of the breast	Human Phenotype Ontology	HP:0100013		18-Jul-17
190	NR0B1		C0342482	"Congenital adrenal hypoplasia, X-linked"	SNOMED CT	237764004	300200	16-Feb-16
190	NR0B1		C1848296	"46,XY sex reversal, type 2"	NCBI curation		300018	16-Feb-16
190		NR0B1	C2936694	"Pure gonadal dysgenesis 46,XY"	SNOMED CT	95218005		16-Feb-16
8431	NR0B2		C0028754	Obesity	GeneTests	319194	601665	16-Feb-16
8431	NR0B2		C0028754	Obesity	SNOMED CT	414916001	601665	16-Feb-16
9971	NR1H4		C4310747	"Cholestasis, progressive familial intrahepatic, 5"	NCBI curation		617049	24-Aug-16
10002	NR2E3		C1849394	Enhanced s-cone syndrome	NCBI curation		268100	16-Feb-16
10002	NR2E3		C1970163	Retinitis pigmentosa 37	"UCLA Clinical Genomics Center, UCLA"		611131	25-May-16
10002		NR2E3	C0035334	Retinitis pigmentosa	ADAM	CN038210	268000	16-Feb-16
10002		NR2E3	C0035334	Retinitis pigmentosa	Office of Rare Diseases	5694	268000	16-Feb-16
10002		NR2E3	C0035334	Retinitis pigmentosa	SNOMED CT	28835009	268000	16-Feb-16
7025	NR2F1		C3810363	Bosch-Boonstra-Schaaf optic atrophy syndrome	NCBI curation		615722	22-Apr-16
7026	NR2F2		C4014310	"Congenital heart defects, multiple types, 4"	NCBI curation		615779	16-Feb-16
2908	NR3C1		C1841972	"Glucocorticoid resistance, generalized"	NCBI curation		615962	16-Feb-16
4306	NR3C2		C1449842	Pseudohypoaldosteronism type 1 autosomal dominant	Office of Rare Diseases	9145	177735	16-Feb-16
4306	NR3C2		C1854631	"Hypertension, early-onset, autosomal dominant, with severe exacerbation in pregnancy"	NCBI curation		605115	16-Feb-16
4929	NR4A2		C3160718	"Parkinson disease, late-onset"	NCBI curation		168600	16-Feb-16
4929		NR4A2	C0030567	Parkinson disease	SNOMED CT	49049000		16-Feb-16
8013	NR4A3		C1275278	Epithelial-myoepithelial carcinoma	Office of Rare Diseases	6364	612237	16-Feb-16
2516	NR5A1		C2751824	"46,XY sex reversal, type 3"	"UCLA Clinical Genomics Center, UCLA"		612965	16-Feb-16
2516	NR5A1		C2751825	Premature ovarian failure 7	NCBI curation		612964	16-Feb-16
2516	NR5A1		C3151406	Spermatogenic failure 8	NCBI curation		613957	16-Feb-16
2516	NR5A1		CN244002	"46,XX sex reversal 4"	NCBI curation		617480	21-Jun-17
2516		NR5A1	C0085215	Premature ovarian failure	SNOMED CT	237788002		16-Feb-16
2516		NR5A1	C2936694	"Pure gonadal dysgenesis 46,XY"	SNOMED CT	95218005		16-Feb-16
4893	NRAS		C0206682	"Thyroid cancer, follicular"	Office of Rare Diseases	5206	188470	16-Feb-16
4893	NRAS		C0265318	Epidermal nevus syndrome	SNOMED CT	239112008	163200	16-Feb-16
4893	NRAS		C0334082	Epidermal nevus	SNOMED CT	25201003	162900	16-Feb-16
4893	NRAS		C0544862	Neurocutaneous melanosis	Office of Rare Diseases	7186	249400	16-Feb-16
4893	NRAS		C0699790	Carcinoma of colon	SNOMED CT	269533000	114500	16-Feb-16
